"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ENsembl","GeneID","EntrezID"
"CDK20",651.018949218036,-0.156020873307891,0.875805068837904,-0.178145661471123,0.858608582851176,0.9679219680336,"ENSG00000156345","CDK20","23552"
"PCGF6",423.68806011166,-0.0266456594310253,1.46027161204489,-0.0182470570620161,0.985441762767813,0.996704274228237,"ENSG00000156374","PCGF6","84108"
"ANKRD9",2017.9330339474,-1.64503211022703,0.920605936716423,-1.78690147936093,0.0739534133794734,0.373559558809631,"ENSG00000156381","ANKRD9","122416"
"SFR1",223.872529384442,0.0280077003204232,1.52787990275667,0.0183310875873754,0.985374727321298,0.996704274228237,"ENSG00000156384","SFR1","119392"
"SORCS3",172.340456454114,0.32109897403723,2.35153717058998,0.136548542822595,0.891387652261467,0.975324275226195,"ENSG00000156395","SORCS3","22986"
"SFXN2",96.6330743106985,-0.811500780430644,1.02950010204748,-0.788247401643501,0.430552007384158,0.790044253910632,"ENSG00000156398","SFXN2","118980"
"ATP5MJ",3403.24337672362,1.33146134309762,1.0438682548317,1.27550707374686,0.202129822011517,0.589631216183968,"ENSG00000156411","ATP5MJ","9556"
"FUT6",26.0662658607253,-6.92526797688306,2.54079222550507,-2.72563333096094,0.0064178249798711,0.0989867920624187,"ENSG00000156413","FUT6","2528"
"FGF18",194.786455655919,-7.92430535824384,2.62214758066518,-3.02206688009285,0.00251055072946788,0.0594104321559656,"ENSG00000156427","FGF18","8817"
"PCDH1",6552.57673780352,-3.96072561623341,1.31077026246522,-3.02167796268456,0.00251377826623691,0.0594165772019632,"ENSG00000156453","PCDH1","5097"
"SH3RF2",36.0937547952467,-2.92969228258959,2.08265478420988,-1.40671046627685,0.159513260928965,0.535814678489577,"ENSG00000156463","SH3RF2","153769"
"GDF6",48.2338179948876,-5.58745298224058,2.5446430199257,-2.19577085606441,0.028108348654089,0.225633175643489,"ENSG00000156466","GDF6","392255"
"UQCRB",5076.15365501442,1.18398322715539,1.06105059080546,1.11585935431846,0.264482342469121,0.666532791569965,"ENSG00000156467","UQCRB","7381"
"MTERF3",1035.78645493668,0.529137737553539,0.864227732298556,0.612266556346451,0.540361412841674,0.84924867832549,"ENSG00000156469","MTERF3","51001"
"PTDSS1",475.993429678821,1.01152744447335,1.20513395469111,0.839348555847984,0.401273743122152,0.774369809383599,"ENSG00000156471","PTDSS1","9791"
"PPP2R2B",2626.06207522856,3.20456288904123,1.24974570329893,2.56417195960922,0.0103422291019472,0.127730676508935,"ENSG00000156475","PPP2R2B","5521"
"RPL30",24553.9078034276,0.613371242390803,1.09007452380388,0.562687439249942,0.573647738894867,0.863555735970768,"ENSG00000156482","RPL30","6156"
"PABIR3",162.9551035622,0.980957737723724,1.03643100126204,0.946476645844471,0.343905528514615,0.734489631753349,"ENSG00000156500","PABIR3","159091"
"SUPV3L1",1102.18240877552,-0.776669672148524,0.901614623384104,-0.861420890927196,0.389006274189202,0.765916022559469,"ENSG00000156502","SUPV3L1","6832"
"PABIR2",3072.80411655697,0.617132593048951,1.28343914583307,0.480842893917166,0.6306281619215,0.886723964157074,"ENSG00000156504","PABIR2","159090"
"EEF1A1",349571.876081113,0.260607607573235,0.937136140391872,0.278089379270187,0.780943748430168,0.945310710657958,"ENSG00000156508","EEF1A1","1915"
"HKDC1",370.874111578875,-1.22546438385475,1.77668985312984,-0.689745811119458,0.490354051427608,0.826027770527543,"ENSG00000156510","HKDC1","80201"
"HK1",9064.77958592508,-0.527219633334855,1.05880593683068,-0.497937927051087,0.618527793969021,0.882202279161066,"ENSG00000156515","HK1","3098"
"TYSND1",581.602089000563,-4.53636246862572,1.08219854902688,-4.19180239402914,2.76746998723138e-05,0.00306422361166141,"ENSG00000156521","TYSND1","219743"
"PHF6",4067.54911275434,1.3855724099462,0.820485804572226,1.6887219769373,0.0912727219960345,0.413786207962095,"ENSG00000156531","PHF6","84295"
"CD109",5201.04802835225,-3.26824654445173,1.6551420953559,-1.97460179015565,0.0483133557576432,0.303310479521181,"ENSG00000156535","CD109","135228"
"UBE2L6",5205.18792519243,0.837107263186444,0.950853899256193,0.880374223465111,0.37865661562703,0.758054570307865,"ENSG00000156587","UBE2L6","9246"
"ZDHHC5",4697.98278143065,-0.434151631660674,0.882766037938745,-0.491808262894228,0.622854894683509,0.88348837973387,"ENSG00000156599","ZDHHC5","25921"
"MED19",924.143522236444,0.337961159701932,0.812202205507102,0.416104705712939,0.677333386708814,0.906855774888681,"ENSG00000156603","MED19","219541"
"ZFAND3",6633.93480112237,0.856128454162352,1.14760369887757,0.746014024701821,0.455658943046285,0.805144928489552,"ENSG00000156639","ZFAND3","60685"
"NPTN",4808.41423259033,-0.111382033115398,0.917897792693737,-0.121344700904583,0.903418015381067,0.978507788694318,"ENSG00000156642","NPTN","27020"
"KAT6B",1737.00785136047,0.513421135388844,0.978185738183399,0.524870804538947,0.599673006343259,0.876033417317138,"ENSG00000156650","KAT6B","23522"
"SAMD8",3421.90814250884,0.190303237994282,1.06945901235223,0.177943460942666,0.858767378576992,0.9679219680336,"ENSG00000156671","SAMD8","142891"
"RAB11FIP1",91.2286633810418,2.09212881158789,1.35694650997105,1.54179165959351,0.123124229483824,0.473841639509078,"ENSG00000156675","RAB11FIP1","80223"
"UNC5D",1199.19808994792,1.08485019603439,1.91273981133431,0.567170814141006,0.570598135021056,0.862308045433084,"ENSG00000156687","UNC5D","137970"
"UTP14A",1116.69940967738,0.751997176183872,1.20392682431735,0.62462033488644,0.532220270200883,0.846445011870168,"ENSG00000156697","UTP14A","10813"
"AIFM1",2798.96743996246,0.603314693083576,0.784663015761713,0.768883815044993,0.441962286364764,0.79654275362333,"ENSG00000156709","AIFM1","9131"
"MAPK13",217.525362964512,-1.66795107998205,1.33165659341904,-1.25253844589134,0.210373728303287,0.600211207158588,"ENSG00000156711","MAPK13","5603"
"BAG4",1605.23210580655,-0.0943757979111434,1.01931304725291,-0.0925876482847839,0.926231156835233,0.982991293460633,"ENSG00000156735","BAG4","9530"
"IGKV1OR-2",45.2924064082842,-2.43824068509815,2.33083799442142,-1.04607900288814,0.295524558606757,0.695965376227182,"ENSG00000156755","IGKV1OR-2","3532"
"TBC1D31",573.931661959444,0.948807286933394,0.817921518785368,1.16002240452409,0.246039684381077,0.64447396065801,"ENSG00000156787","TBC1D31","93594"
"NTAQ1",812.720541046282,0.573844125549843,1.20836549016243,0.474892845104926,0.63486335145845,0.888223564603116,"ENSG00000156795","NTAQ1","55093"
"ATAD2",5099.00649183516,0.868317728212227,0.948179454894428,0.915773616196849,0.359785644393384,0.74672492232589,"ENSG00000156802","ATAD2","29028"
"FBXO32",3694.10895772704,-1.74659083399079,1.34243910689909,-1.30105777238959,0.19323868045802,0.579831361116874,"ENSG00000156804","FBXO32","114907"
"NSMCE2",871.343816415004,0.780716476954776,0.938594857545704,0.831792834446421,0.405525889195492,0.776912348965136,"ENSG00000156831","NSMCE2","286053"
"ZNF689",927.407337559791,0.525797335975174,0.862318702574835,0.60974826871454,0.542028574562382,0.849520857708407,"ENSG00000156853","ZNF689","115509"
"PRR14",1986.94532806442,-0.820606850325431,1.1722270758228,-0.700040860043636,0.483901787392389,0.822317448135368,"ENSG00000156858","PRR14","78994"
"FBRS",4830.81965617289,-0.884717873255551,1.06058408079038,-0.834179853610697,0.404179642054323,0.776159113768746,"ENSG00000156860","FBRS","64319"
"FRRS1",180.811271321752,-0.875839427312254,1.41819519094272,-0.617573259947425,0.536856675699233,0.848158984177607,"ENSG00000156869","FRRS1","391059"
"PHKG2",686.552632080495,-1.46127360845693,0.90769582298746,-1.60987146954968,0.107425918622017,0.445752493860911,"ENSG00000156873","PHKG2","5261"
"MFSD14A",3808.51862198113,0.146213540902983,1.3449042583789,0.108716691163744,0.913427202692858,0.98003781800029,"ENSG00000156875","MFSD14A","64645"
"SASS6",515.445825956122,0.66513407986776,1.25718538877315,0.529066027816985,0.596759647010792,0.87435071232114,"ENSG00000156876","SASS6","163786"
"MALSU1",587.900174591054,0.309236669807911,1.14039884801688,0.271165364947241,0.786263850076279,0.947267087918778,"ENSG00000156928","MALSU1","115416"
"VPS8",2545.80943300088,0.510170299360358,0.942907292782927,0.541060932782294,0.5884655846699,0.871027747794714,"ENSG00000156931","VPS8","23355"
"GALK2",802.055202783704,0.328210334568837,0.970697495805215,0.338118039849871,0.735274236482136,0.929363609721091,"ENSG00000156958","GALK2","2585"
"LHFPL4",1505.45608226021,1.85272698864675,1.95980495951598,0.945362945251616,0.344473612988243,0.734641529628639,"ENSG00000156959","LHFPL4","375323"
"B3GNT7",324.196319332882,-3.1028443601115,1.12513734681604,-2.75774719316896,0.00582011899727396,0.0941646079457995,"ENSG00000156966","B3GNT7","93010"
"MPV17L",658.314327042385,-2.13153878496097,1.16168319259499,-1.83487098595229,0.06652480756225,0.356216379990156,"ENSG00000156968","MPV17L","255027"
"BUB1B",3819.48512120673,1.63917360494727,0.827323484310687,1.98129708153154,0.0475579674890605,0.301300794028795,"ENSG00000156970","BUB1B","701"
"PDE6D",889.980526531069,0.679375920618126,1.04781445545005,0.648374258519199,0.516742915326585,0.838321633334776,"ENSG00000156973","PDE6D","5147"
"EIF4A2",17285.2199982101,0.118227591564903,0.983198820582183,0.120247898075077,0.904286775837515,0.978507788694318,"ENSG00000156976","EIF4A2","1974"
"BRPF1",1684.48104980305,-0.79092177424854,0.880129464187511,-0.898642536616675,0.368843093903776,0.752221115170278,"ENSG00000156983","BRPF1","7862"
"RPUSD3",1016.39331806581,-0.111379015263323,1.40058008514913,-0.079523489191597,0.936616249101068,0.985135260332707,"ENSG00000156990","RPUSD3","285367"
"TATDN2",3863.48478539418,0.18356579750527,1.00932835007441,0.181869257404428,0.855685331141912,0.967241845715153,"ENSG00000157014","TATDN2","9797"
"SEC13",6749.38231805652,-0.26036010941641,0.799188143448893,-0.325780745811402,0.744590247317757,0.933213795870774,"ENSG00000157020","SEC13","6396"
"EXOG",748.494439225597,0.627682200529953,1.07768257813022,0.58243699329257,0.560272369796419,0.857898243423875,"ENSG00000157036","EXOG","9941"
"NTAN1",1224.70410311551,-0.707612469963508,1.07404346708252,-0.658830384105059,0.5100046937578,0.835811367659066,"ENSG00000157045","NTAN1","123803"
"NMNAT2",831.22198271525,-1.91496176262569,1.36201265121234,-1.40597942384835,0.15973023483913,0.535960261712401,"ENSG00000157064","NMNAT2","23057"
"ZFYVE9",1835.28733943081,1.17790567260809,0.944743048487519,1.24680004207901,0.212470825074902,0.603613724705482,"ENSG00000157077","ZFYVE9","9372"
"ATP2B2",1241.76774670754,-0.985010907942045,2.03493309398936,-0.484050758647299,0.628349846383062,0.886009573502528,"ENSG00000157087","ATP2B2","491"
"SLC6A1",420.501828221017,7.47584332040984,1.87179458970668,3.99394429363179,6.49831372130101e-05,0.00490929210190363,"ENSG00000157103","SLC6A1","6529"
"SMG1",7902.27753366627,-0.446847937469773,0.806987829440187,-0.553723267152312,0.579768249276767,0.866874383717417,"ENSG00000157106","SMG1","23049"
"FCHO2",1023.24178281141,0.416873664155068,0.783020669711714,0.532391647219924,0.594454769094753,0.873235449127855,"ENSG00000157107","FCHO2","115548"
"RBPMS",1571.75613674206,1.84117998969885,1.13236032891229,1.62596652557356,0.103956776584587,0.438800805606391,"ENSG00000157110","RBPMS","11030"
"TMEM171",152.959419290017,-5.14527259092703,1.94061286232617,-2.65136477801116,0.00801672068660896,0.112199478089407,"ENSG00000157111","TMEM171","134285"
"TIMP4",1006.31324955903,1.91236909749908,1.06682884374944,1.79257348421321,0.0730411494017174,0.371609608900224,"ENSG00000157150","TIMP4","7079"
"NRG1",212.164440836032,2.83817537302991,1.74213019540597,1.62914079585684,0.103283216682585,0.437892841589441,"ENSG00000157168","NRG1","3084"
"ODR4",2085.06967414483,0.169487575003765,0.972461485486576,0.174287185182415,0.861639769857453,0.968504193618899,"ENSG00000157181","ODR4","54953"
"CPT2",1345.42996770625,0.473549571785641,0.92769576343025,0.510457835912329,0.609730746846949,0.878336474312989,"ENSG00000157184","CPT2","1376"
"NECAP2",2566.56475359091,0.563425247815608,0.8805085706651,0.639886159642966,0.522246612490151,0.841343621312691,"ENSG00000157191","NECAP2","55707"
"LRP8",4983.17729465032,1.01243270486302,1.12354252685663,0.901107595540275,0.367531114826464,0.751335628425292,"ENSG00000157193","LRP8","7804"
"PAXIP1",1071.18902436796,0.70075219418285,0.981932626219743,0.713645901430748,0.475446166453202,0.818181695959246,"ENSG00000157212","PAXIP1","22976"
"STEAP2",165.778091336451,-1.96678027177157,1.81928517685955,-1.08107310321003,0.279664596702244,0.68013668925886,"ENSG00000157214","STEAP2","261729"
"SSBP3",2132.28195267768,0.211827612095682,1.58280898673989,0.133830180312523,0.893536861425976,0.9761928293809,"ENSG00000157216","SSBP3","23648"
"CLDN12",5666.61216782443,0.536529361927826,1.3762592970695,0.3898461307911,0.696650329754074,0.915754405888152,"ENSG00000157224","CLDN12","9069"
"MMP14",36089.5272711617,-2.0231833489645,1.50330310310084,-1.34582529949636,0.178358864276217,0.561526098885023,"ENSG00000157227","MMP14","4323"
"FZD1",3006.31528588382,-0.789219893937034,1.87982727365893,-0.419836388691649,0.674604980010168,0.906293900134449,"ENSG00000157240","FZD1","8321"
"GATAD1",3479.19536774873,0.344937262294365,0.771258715427028,0.447239370388679,0.654702237795268,0.897119333467525,"ENSG00000157259","GATAD1","57798"
"CLEC18A",21.6880822736688,3.46359563820533,3.53319071324024,0.980302485576534,0.326936828164186,0.721240528412223,"ENSG00000157322","CLEC18A","348174"
"DHRS4",746.207024581926,1.78515996749015,1.24954196743934,1.42865146910466,0.153104433020475,0.527681126931077,"ENSG00000157326","DHRS4","10901"
"ARMC12",62.9614860507615,-1.1191129200841,1.3543943044899,-0.826282949045322,0.40864360357732,0.778231013923176,"ENSG00000157343","ARMC12","221481"
"DDX19B",1535.92390624636,0.127292821177184,0.96074650983429,0.132493659747085,0.894593837604526,0.976264794213817,"ENSG00000157349","DDX19B","11269"
"ST3GAL2",4000.11644332763,-0.73297623120016,0.863841978738164,-0.848507307170736,0.396155504730923,0.771365061605782,"ENSG00000157350","ST3GAL2","6483"
"FCSK",576.111962451106,-0.960408207698745,0.97906232896205,-0.980946952291504,0.326618901925101,0.721097311043286,"ENSG00000157353","FCSK","197258"
"IL34",24.9319396407186,-6.64112134548734,2.51313747003852,-2.64256190704345,0.00822814218546648,0.11358161388689,"ENSG00000157368","IL34","146433"
"DHRS1",309.203625086945,0.00883654004876396,1.3034857336529,0.00677916130620039,0.994591053288475,0.998534780905363,"ENSG00000157379","DHRS1","115817"
"CACNA1D",33.2408676535333,-4.65607720929588,2.98878380202737,-1.55785012155698,0.119268781341254,0.466906727112223,"ENSG00000157388","CACNA1D","776"
"ARSL",71.2448875932187,1.62427964230653,1.4684944935202,1.10608493901321,0.268689756915635,0.669732436742867,"ENSG00000157399","ARSL","415"
"HYDIN",22.9566549931013,-0.178206500853392,1.26615985294397,-0.140745657382076,0.888070874699097,0.974415154635313,"ENSG00000157423","HYDIN","54768"
"AASDH",766.840662400798,0.313589527926039,1.04318141444017,0.300608814138363,0.763712809468645,0.939766543659786,"ENSG00000157426","AASDH","132949"
"ZNF19",109.336759278239,1.57924275005619,0.922025663879862,1.7127969555758,0.0867499004232052,0.40424051962575,"ENSG00000157429","ZNF19","7567"
"RNF111",1955.35087758682,-0.235876318662355,0.80958236650742,-0.291355553703495,0.770779403642555,0.942984824060373,"ENSG00000157450","RNF111","54778"
"CCNB2",3844.95902765668,1.31748684199361,0.997106554930994,1.32130997983941,0.186398027718573,0.572344864252428,"ENSG00000157456","CCNB2","9133"
"FAM81A",179.543468268956,2.52550867192328,1.5998909971594,1.57855046150477,0.114439205018287,0.458115093421178,"ENSG00000157470","FAM81A","145773"
"MYO1E",1667.11347800622,0.798494073361095,1.49952635541719,0.532497525286204,0.594381455347274,0.873235449127855,"ENSG00000157483","MYO1E","4643"
"APPL1",3874.0975280491,0.360382816404784,0.879859250456966,0.409591438877996,0.682105678094619,0.909116774325977,"ENSG00000157500","APPL1","26060"
"PWWP3B",81.274314292219,6.60619794281115,2.83925808243357,2.32673386885242,0.019979434058355,0.185608070807545,"ENSG00000157502","PWWP3B","139221"
"AFAP1L1",1124.87842757443,-3.52392524020517,1.68687391268206,-2.08902705395585,0.0367052879112662,0.26178833772125,"ENSG00000157510","AFAP1L1","134265"
"TSC22D3",832.874961313945,-0.154847556899603,1.03261209710993,-0.149957140084829,0.880798430069521,0.97292395404764,"ENSG00000157514","TSC22D3","1831"
"VPS26C",2645.69519250499,0.506433055835522,0.932195610318352,0.543269084546076,0.586944546793528,0.870633420680315,"ENSG00000157538","VPS26C","10311"
"DYRK1A",4821.81401039421,0.133716186938365,1.0532697930644,0.126953405308747,0.898977277233864,0.97729532433514,"ENSG00000157540","DYRK1A","1859"
"KCNJ6",853.499027659484,3.69877233191597,2.13912602400513,1.72910445219618,0.0837904024857095,0.397047109447402,"ENSG00000157542","KCNJ6","3763"
"KCNJ15",116.151564024853,0.00321066123760938,1.46749248887163,0.00218785531234854,0.998254345417664,0.999561220194448,"ENSG00000157551","KCNJ15","3772"
"ETS2",497.307321770714,-1.30962735173424,1.06821003762481,-1.22600172775593,0.220198024851793,0.614175098943409,"ENSG00000157557","ETS2","2114"
"TSPAN18",141.007007672656,-1.85822451776483,1.40130347822668,-1.3260685830284,0.184816981363938,0.569849987202532,"ENSG00000157570","TSPAN18","90139"
"LCA5L",23.80114025065,0.413141227295339,1.45374598811616,0.284190794452826,0.776264169723068,0.94400028584141,"ENSG00000157578","LCA5L","150082"
"SLC35B2",6091.12154253569,0.496708668299455,0.768040699781066,0.646721805811911,0.51781200768759,0.838433094074161,"ENSG00000157593","SLC35B2","347734"
"TMEM164",2402.13858862361,1.09680295006724,0.900037796420417,1.21861876737776,0.222988922528989,0.616805557430465,"ENSG00000157600","TMEM164","84187"
"MX1",666.313280861295,-3.93023541797176,1.48637615078531,-2.64417281984461,0.00818908331370589,0.11338771729743,"ENSG00000157601","MX1","4599"
"CREB3L1",922.823565886381,-5.65501668149103,2.10757981594607,-2.68318031834659,0.00729256586198122,0.10634275437128,"ENSG00000157613","CREB3L1","90993"
"C2CD2",913.599637840383,-1.84907845196806,1.09001304380209,-1.69638194926389,0.0898135699109644,0.410892977517712,"ENSG00000157617","C2CD2","25966"
"TAB3",1202.15764571857,0.999951725753731,0.909637334920172,1.09928615214709,0.271643270630081,0.673229017756659,"ENSG00000157625","TAB3","257397"
"SLC38A10",2967.80608908917,-1.47427453682591,0.853283072325507,-1.7277672376741,0.0840299633643116,0.397690623191719,"ENSG00000157637","SLC38A10","124565"
"C9orf43",30.5838958356017,-0.490895456400974,1.17887724178391,-0.416409307942984,0.677110518532747,0.906739303078636,"ENSG00000157653","C9orf43","257169"
"PALM2AKAP2",5700.24597087729,-2.81828158135053,1.48947656620133,-1.89212884935686,0.058473815354134,0.333412072521675,"ENSG00000157654","PALM2AKAP2","445815"
"ZNF618",1435.62497002883,0.928731983900778,1.53066831721406,0.606749335212703,0.544017275906461,0.850694786347725,"ENSG00000157657","ZNF618","114991"
"DGKI",1076.92743045588,0.55616365051025,1.74802393578296,0.318167068039111,0.750358211675659,0.935669348972076,"ENSG00000157680","DGKI","9162"
"TMEM268",810.948532744646,-0.448479822301455,1.10078049835238,-0.407419847074625,0.683699652465999,0.909963239088506,"ENSG00000157693","TMEM268","203197"
"SNX22",300.139747008741,1.01367428431204,2.19652081968199,0.461490861014826,0.644446476665025,0.892212635580118,"ENSG00000157734","SNX22","79856"
"UBN2",1864.95122846352,-0.314798458086211,0.79636818013924,-0.395292612056863,0.692626951115538,0.913404358166989,"ENSG00000157741","UBN2","254048"
"BRAF",1832.1992096133,0.568588907608893,0.891393224398127,0.637865413429418,0.523561293774835,0.841571836229169,"ENSG00000157764","BRAF","673"
"SLC34A2",20.8584952661728,0.8476446884071,2.29354137858576,0.369578982233045,0.711696213747368,0.921691988367174,"ENSG00000157765","SLC34A2","10568"
"ACAN",106.754898633715,-2.4414869761177,1.77716694710773,-1.3738084540066,0.169501155883107,0.549640710029365,"ENSG00000157766","ACAN","176"
"PSMG3",2846.85006883855,-0.177587914966541,0.983706158191962,-0.180529432989364,0.856736949788663,0.967302622598284,"ENSG00000157778","PSMG3","84262"
"CABP1",205.902114357904,-0.264683088711432,1.76991494662756,-0.149545654278905,0.881123087454433,0.97292395404764,"ENSG00000157782","CABP1","9478"
"WDR19",653.228623103058,1.39760960188558,1.00522726227285,1.3903419200207,0.1644250740457,0.542572932651214,"ENSG00000157796","WDR19","57728"
"SLC37A3",2824.62612654312,-0.320746938020094,1.31876430609468,-0.243217788453751,0.807836687348448,0.955069101660363,"ENSG00000157800","SLC37A3","84255"
"AP3S2",3353.25004854992,2.50618657914157,0.925957737397663,2.70658851686366,0.00679784573248804,0.102775573677415,"ENSG00000157823","AP3S2","10239"
"FMNL2",12242.0426740277,-0.144600181575012,1.01663413544543,-0.142234237995222,0.886894988692588,0.97436851165938,"ENSG00000157827","FMNL2","114793"
"GAREM2",1616.67792526397,0.40443150430028,1.39194852759932,0.290550617556094,0.771395032777089,0.942991680692774,"ENSG00000157833","GAREM2","150946"
"SPPL3",2862.52329483401,1.26805747582377,0.853623761995645,1.48549927061454,0.137411616471242,0.502646232356772,"ENSG00000157837","SPPL3","121665"
"DPYSL5",8014.50949927936,1.70968245851624,2.15292907738115,0.794119265923947,0.427126002744219,0.788552432214981,"ENSG00000157851","DPYSL5","56896"
"DRC1",16.2590509524446,0.29503998294462,1.8054300300921,0.163418120905837,0.870189236247211,0.970539749842293,"ENSG00000157856","DRC1","92749"
"RAB28",1164.45947748374,1.70818044159906,0.911155757946846,1.87474032480263,0.0608284564079266,0.339856825686533,"ENSG00000157869","RAB28","9364"
"PRXL2B",1922.87903687615,-0.518154762412348,1.22732173905113,-0.422183316668818,0.672891217863373,0.906058796181378,"ENSG00000157870","PRXL2B","127281"
"TNFRSF14",409.784324407052,-1.59041991150263,0.99751198132753,-1.59438677557139,0.110849432552635,0.451608799288514,"ENSG00000157873","TNFRSF14","8764"
"PANK4",2165.69084819094,-0.439832054343334,0.911761359646632,-0.482398217131946,0.629523087403957,0.886422319823683,"ENSG00000157881","PANK4","55229"
"MEGF11",1603.49411904501,1.36565831998301,2.06810471043643,0.660342928040051,0.509033787858494,0.835790291328377,"ENSG00000157890","MEGF11","84465"
"C12orf43",1157.72984915377,0.509020322619103,0.953525404333934,0.533829849006141,0.593459260354292,0.873235449127855,"ENSG00000157895","C12orf43","64897"
"PEX10",2721.50474218866,-0.680622326191758,1.02675786654624,-0.662884939446535,0.507404248036323,0.834969015755974,"ENSG00000157911","PEX10","5192"
"RER1",6659.16029029572,-1.200682223784,0.79972407468077,-1.5013706124369,0.133259730507334,0.494224813553353,"ENSG00000157916","RER1","11079"
"RADIL",150.035182352464,-2.59019938023733,1.09695612964445,-2.36126068330269,0.018212922913112,0.176401894881713,"ENSG00000157927","RADIL","55698"
"SKI",6810.60709061377,-0.468037795856872,1.07869034483668,-0.433894488902405,0.664365061936841,0.901795954978341,"ENSG00000157933","SKI","6497"
"WIPI2",4650.30504089656,0.292900597377936,0.783194196812101,0.373982083332785,0.708417646025071,0.919987109069923,"ENSG00000157954","WIPI2","26100"
"LDLRAP1",548.363724820511,-1.94838702048503,1.60764920550165,-1.21194786388555,0.225532338555699,0.619779669609966,"ENSG00000157978","LDLRAP1","26119"
"AGAP1",8291.26575087988,0.0692825561993744,1.09658840913783,0.0631800916570388,0.949623097658993,0.988121331347871,"ENSG00000157985","AGAP1","116987"
"KRTCAP3",45.8580092834981,-4.51728285805101,1.81596329546627,-2.48754083814846,0.0128629684559981,0.143543271175631,"ENSG00000157992","KRTCAP3","200634"
"ANKRD61",34.1755264901665,-1.06713316239236,1.24769124955861,-0.855286243908395,0.39239270108368,0.768578018090638,"ENSG00000157999","ANKRD61","100310846"
"PAFAH2",917.170926879859,0.470666830084162,0.767171468921423,0.613509298965301,0.539539636056882,0.84924867832549,"ENSG00000158006","PAFAH2","5051"
"EXTL1",25.0934437303919,-1.34865329070544,1.46243783181583,-0.922195297034191,0.356426715771555,0.743501161337187,"ENSG00000158008","EXTL1","2134"
"BABAM2",945.151284581802,0.344709283567152,1.0616517101906,0.324691497464142,0.745414570350749,0.93373359456357,"ENSG00000158019","BABAM2","9577"
"TRIM63",23.635918198321,-7.38101835270882,3.32787198639278,-2.21793938675791,0.0265589655149937,0.218745070143277,"ENSG00000158022","TRIM63","84676"
"CFAP251",132.591266159841,-2.36898990648682,1.52544974761313,-1.55297800546598,0.120428389269372,0.469081391555261,"ENSG00000158023","CFAP251","144406"
"MRPL17",2047.92604687838,-0.929938582251019,1.11531997851732,-0.833786357424757,0.404401384401688,0.776159113768746,"ENSG00000158042","MRPL17","63875"
"DUSP2",70.2334495398411,-2.98793957298543,1.30571600946547,-2.28835332593389,0.0221169533877263,0.196616965729254,"ENSG00000158050","DUSP2","1844"
"UBXN11",386.57039360974,1.11705026130582,1.45653203345812,0.766924609720875,0.443126340767753,0.797188443772247,"ENSG00000158062","UBXN11","91544"
"PTPDC1",478.804606337663,-1.03592317686875,0.843102274002692,-1.22870404790943,0.219182787970426,0.612683526273098,"ENSG00000158079","PTPDC1","138639"
"NCK1",2204.92656961047,0.437428702301546,0.931680814565657,0.469504894232981,0.638708787347415,0.890022267884405,"ENSG00000158092","NCK1","4690"
"HPD",52.4531345538875,-0.553444109102708,2.35030205225792,-0.235477864885927,0.813837857141784,0.956900542916014,"ENSG00000158104","HPD","3242"
"RHPN1",416.255230563346,-0.370236722047488,0.940354124685316,-0.393720527542095,0.693787384216965,0.914091703325017,"ENSG00000158106","RHPN1","114822"
"TPRG1L",1251.88469057841,-1.08412207389851,1.22484949914867,-0.885106353598562,0.376099273009478,0.756354339090884,"ENSG00000158109","TPRG1L","127262"
"PRXL2C",686.57668490975,-2.44297602994581,1.11628375589767,-2.18849017289628,0.0286339163135737,0.227304296166036,"ENSG00000158122","PRXL2C","195827"
"XDH",43.6147841257962,-8.23711600721053,2.87026218132694,-2.86981309958327,0.00410714486094373,0.0782778283165823,"ENSG00000158125","XDH","7498"
"XKR8",385.535847649664,-3.21870967220969,1.12187728583025,-2.86903898747506,0.00411721045041764,0.0782778283165823,"ENSG00000158156","XKR8","55113"
"CNNM4",1515.10854884629,-0.860736766793208,1.16774377914593,-0.737093857543596,0.461065274279783,0.808773047496824,"ENSG00000158158","CNNM4","26504"
"EYA3",1775.11083920161,0.0809033276487703,0.87025040894641,0.0929655726869671,0.925930911755641,0.982828951452624,"ENSG00000158161","EYA3","2140"
"DZIP1L",227.306843572969,-0.734475761714254,1.00118420171941,-0.733607023016227,0.463188279394914,0.810366980117643,"ENSG00000158163","DZIP1L","199221"
"TMSB15A",1284.01303778749,5.06690280175865,1.28663539300932,3.93810307822144,8.21283141712097e-05,0.00566968568864696,"ENSG00000158164","TMSB15A","11013"
"FANCC",1185.14323225627,0.983619138819681,1.05088582767946,0.935990488131035,0.349278085118207,0.737974532220513,"ENSG00000158169","FANCC","2176"
"MRAS",2342.67586990088,-0.919189211758641,1.39223468677273,-0.660225765448619,0.509108960216089,0.835790291328377,"ENSG00000158186","MRAS","22808"
"WASF2",7318.30215664599,0.872147602610596,0.941103058315764,0.926729113144555,0.354067197840037,0.742047395840119,"ENSG00000158195","WASF2","10163"
"ABHD3",1177.91902309092,-0.380178296285798,0.858369144351031,-0.442907691624017,0.657832503744518,0.898783009015312,"ENSG00000158201","ABHD3","171586"
"ESYT3",32.3676690928324,-2.81118409458159,1.38108896398666,-2.03548371458042,0.0418022255498899,0.281271606240827,"ENSG00000158220","ESYT3","83850"
