NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
HP_ABNORMAL_LOWER_LIMB_EPIPHYSIS_MORPHOLOGY	94	82		
HP_ABNORMAL_LOWER_LIMB_METAPHYSIS_MORPHOLOGY	23	22		
HP_ABNORMAL_LOWER_LIMB_MOTOR_EVOKED_POTENTIALS	6		Rejected!	
HP_ABNORMAL_LOWER_LIP_MORPHOLOGY	242	224		
HP_ABNORMAL_LOWER_MOTOR_NEURON_MORPHOLOGY	26	25		
HP_ABNORMAL_LUMBAR_SPINE_MORPHOLOGY	34	31		
HP_ABNORMAL_LUNG_DEVELOPMENT	242	206		
HP_ABNORMAL_LUNG_LOBATION	43	36		
HP_ABNORMAL_LUNG_MORPHOLOGY	1237		Rejected!	
HP_ABNORMAL_LYMPHATIC_VESSEL_MORPHOLOGY	16		Rejected!	
HP_ABNORMAL_LYMPHOCYTE_APOPTOSIS	8		Rejected!	
HP_ABNORMAL_LYMPHOCYTE_MORPHOLOGY	251	203		
HP_ABNORMAL_LYMPHOCYTE_PROLIFERATION	43	31		
HP_ABNORMAL_LYMPH_NODE_MORPHOLOGY	260	199		
HP_ABNORMAL_MACROPHAGE_MORPHOLOGY	47	37		
HP_ABNORMAL_MACROSCOPIC_URINE_APPEARANCE	58	48		
HP_ABNORMAL_MACULAR_MORPHOLOGY	219	174		
HP_ABNORMAL_MAGNESIUM_CONCENTRATION	34	19		
HP_ABNORMAL_MALE_GERM_CELL_MORPHOLOGY	67	39		
HP_ABNORMAL_MALE_INTERNAL_GENITALIA_MORPHOLOGY	79	62		
HP_ABNORMAL_MALE_REPRODUCTIVE_SYSTEM_PHYSIOLOGY	359	245		
HP_ABNORMAL_MASTOID_MORPHOLOGY	10		Rejected!	
HP_ABNORMAL_MAST_CELL_MORPHOLOGY	8		Rejected!	
HP_ABNORMAL_MATERNAL_SERUM_SCREENING	8		Rejected!	
HP_ABNORMAL_MAXILLA_MORPHOLOGY	152	142		
HP_ABNORMAL_MEAN_CORPUSCULAR_HEMOGLOBIN_CONCENTRATION	22	17		
HP_ABNORMAL_MEAN_CORPUSCULAR_VOLUME	63	59		
HP_ABNORMAL_MEGAKARYOCYTE_MORPHOLOGY	26	22		
HP_ABNORMAL_MENINGEAL_MORPHOLOGY	202	190		
HP_ABNORMAL_MESENTERY_MORPHOLOGY	5		Rejected!	
HP_ABNORMAL_METABOLIC_BRAIN_IMAGING_BY_MRS	68	54		
HP_ABNORMAL_METABOLISM	165	141		
HP_ABNORMAL_METACARPAL_EPIPHYSIS_MORPHOLOGY	20	19		
HP_ABNORMAL_METACARPAL_MORPHOLOGY	224	206		
HP_ABNORMAL_METACARPOPHALANGEAL_JOINT_MORPHOLOGY	25	19		
HP_ABNORMAL_METAPHYSEAL_TRABECULATION	25	24		
HP_ABNORMAL_METAPHYSIS_MORPHOLOGY	232	218		
HP_ABNORMAL_METATARSAL_MORPHOLOGY	155	140		
HP_ABNORMAL_METENCEPHALON_MORPHOLOGY	1024		Rejected!	
HP_ABNORMAL_MIDBRAIN_MORPHOLOGY	82	75		
HP_ABNORMAL_MIDDLE_EAR_MORPHOLOGY	386	314		
HP_ABNORMAL_MIDDLE_EAR_REFLEXES	6		Rejected!	
HP_ABNORMAL_MIDDLE_PHALANX_MORPHOLOGY_OF_THE_HAND	67	65		
HP_ABNORMAL_MIDFACE_MORPHOLOGY	629		Rejected!	
HP_ABNORMAL_MITOCHONDRIAL_MORPHOLOGY	25	25		
HP_ABNORMAL_MITOCHONDRIAL_NUMBER	6		Rejected!	
HP_ABNORMAL_MITOCHONDRIAL_SHAPE	10		Rejected!	
HP_ABNORMAL_MITOCHONDRIA_IN_MUSCLE_TISSUE	48	29		
HP_ABNORMAL_MITRAL_VALVE_PHYSIOLOGY	174	149		
HP_ABNORMAL_MONOCYTE_COUNT	21	15		
HP_ABNORMAL_MORPHOLOGY_OF_MUSCULATURE_OF_PHARYNX	6		Rejected!	
HP_ABNORMAL_MORPHOLOGY_OF_MYOCARDIAL_TRABECULAE	20		Rejected!	
HP_ABNORMAL_MORPHOLOGY_OF_THE_ABDOMINAL_MUSCULATURE	61	53		
HP_ABNORMAL_MORPHOLOGY_OF_THE_CHOROIDAL_VASCULATURE	27	24		
HP_ABNORMAL_MORPHOLOGY_OF_THE_CONJUNCTIVAL_VASCULATURE	27	26		
HP_ABNORMAL_MORPHOLOGY_OF_THE_GREAT_VESSELS	731		Rejected!	
HP_ABNORMAL_MORPHOLOGY_OF_THE_LIMBIC_SYSTEM	48	44		
HP_ABNORMAL_MORPHOLOGY_OF_THE_MUSCULATURE_OF_THE_NECK	86	75		
HP_ABNORMAL_MORPHOLOGY_OF_THE_NASAL_ALAE	567		Rejected!	
HP_ABNORMAL_MORPHOLOGY_OF_THE_OLFACTORY_BULB	36	28		
HP_ABNORMAL_MORPHOLOGY_OF_THE_PROXIMAL_PHALANX_OF_THE_HALLUX	6		Rejected!	
HP_ABNORMAL_MORPHOLOGY_OF_THE_VESTIBULE_OF_THE_INNER_EAR	29	26		
HP_ABNORMAL_MORPHOLOGY_OF_ULNA	159	147		
HP_ABNORMAL_MOTOR_EVOKED_POTENTIALS	11		Rejected!	
HP_ABNORMAL_MOTOR_NERVE_CONDUCTION_VELOCITY	68	67		
HP_ABNORMAL_MUSCLE_FIBER_ALPHA_DYSTROGLYCAN	12		Rejected!	
HP_ABNORMAL_MUSCLE_FIBER_MEROSIN_EXPRESSION	5		Rejected!	
HP_ABNORMAL_MUSCLE_FIBER_MORPHOLOGY	287	230		
HP_ABNORMAL_MUSCLE_FIBER_PROTEIN_EXPRESSION	32	30		
HP_ABNORMAL_MUSCLE_FIBER_TYPE_DISTRIBUTION	82	68		
HP_ABNORMAL_MUSCLE_GLYCOGEN_CONTENT	13		Rejected!	
HP_ABNORMAL_MUSCLE_TISSUE_METABOLITE_CONCENTRATION	54	43		
HP_ABNORMAL_MUSCULOSKELETAL_PHYSIOLOGY	1659		Rejected!	
HP_ABNORMAL_MYELINATION	626		Rejected!	
HP_ABNORMAL_MYELOID_LEUKOCYTE_MORPHOLOGY	342	286		
HP_ABNORMAL_MYOCARDIUM_MORPHOLOGY	600		Rejected!	
HP_ABNORMAL_NASAL_BASE_NORPHOLOGY	27	27		
HP_ABNORMAL_NASAL_BONE_MORPHOLOGY	9		Rejected!	
HP_ABNORMAL_NASAL_BRIDGE_MORPHOLOGY	1019		Rejected!	
HP_ABNORMAL_NASAL_CAVITY_MORPHOLOGY	17		Rejected!	
HP_ABNORMAL_NASAL_DORSUM_MORPHOLOGY	252	229		
HP_ABNORMAL_NASAL_MORPHOLOGY	1494		Rejected!	
HP_ABNORMAL_NASAL_MUCOSA_MORPHOLOGY	83	62		
HP_ABNORMAL_NASAL_SEPTUM_MORPHOLOGY	23	21		
HP_ABNORMAL_NASAL_SKELETON_MORPHOLOGY	12		Rejected!	
HP_ABNORMAL_NASAL_TIP_MORPHOLOGY	369	358		
HP_ABNORMAL_NASOLABIAL_REGION_MORPHOLOGY	20	18		
HP_ABNORMAL_NASOLACRIMAL_SYSTEM_MORPHOLOGY	71	66		
HP_ABNORMAL_NASOPHARYNX_MORPHOLOGY	190	153		
HP_ABNORMAL_NATURAL_KILLER_CELL_MORPHOLOGY	41	29		
HP_ABNORMAL_NECK_PHYSIOLOGY	34	31		
HP_ABNORMAL_NEPHRON_MORPHOLOGY	273	211		
HP_ABNORMAL_NERVE_CONDUCTION_VELOCITY	118	117		
HP_ABNORMAL_NERVOUS_SYSTEM_ELECTROPHYSIOLOGY	709		Rejected!	
HP_ABNORMAL_NEURON_MORPHOLOGY	85	78		
HP_ABNORMAL_NEUTROPHIL_COUNT	229	196		
HP_ABNORMAL_NEUTROPHIL_MORPHOLOGY	18	15		
HP_ABNORMAL_NIPPLE_MORPHOLOGY	248	226		
HP_ABNORMAL_NONVERBAL_COMMUNICATIVE_BEHAVIOR	116	106		
HP_ABNORMAL_NOSTRIL_MORPHOLOGY	493	467		
HP_ABNORMAL_NUMBER_OF_DENSE_GRANULES	7		Rejected!	
HP_ABNORMAL_NUMBER_OF_ERYTHROID_PRECURSORS	52	45		
HP_ABNORMAL_NUMBER_OF_GRANULOCYTE_PRECURSORS	9		Rejected!	
HP_ABNORMAL_NUMBER_OF_INCISORS	61	55		
HP_ABNORMAL_NUMBER_OF_PERMANENT_TEETH	35	33		
HP_ABNORMAL_NUMBER_OF_TEETH	401	368		
HP_ABNORMAL_NUMBER_OF_VERTEBRAE	5		Rejected!	
HP_ABNORMAL_OCCIPITAL_BONE_MORPHOLOGY	118	109		
HP_ABNORMAL_ODONTOID_PROCESS_MORPHOLOGY	34	32		
HP_ABNORMAL_ODONTOID_TISSUE_MORPHOLOGY	236	205		
HP_ABNORMAL_OLFACTORY_LOBE_MORPHOLOGY	8		Rejected!	
HP_ABNORMAL_OOCYTE_MORPHOLOGY	6		Rejected!	
HP_ABNORMAL_OPTICAL_COHERENCE_TOMOGRAPHY	20		Rejected!	
HP_ABNORMAL_OPTIC_CHIASM_MORPHOLOGY	6		Rejected!	
HP_ABNORMAL_OPTIC_NERVE_MORPHOLOGY	881		Rejected!	
HP_ABNORMAL_ORAL_FRENULUM_MORPHOLOGY	65	63		
HP_ABNORMAL_ORAL_GLUCOSE_TOLERANCE	15		Rejected!	
HP_ABNORMAL_ORAL_MUCOSA_MORPHOLOGY	382	316		
HP_ABNORMAL_ORAL_PHYSIOLOGY	346	301		
HP_ABNORMAL_OSSIFICATION_INVOLVING_THE_FEMORAL_HEAD_AND_NECK	25	17		
HP_ABNORMAL_OSSIFICATION_OF_THE_PUBIC_BONE	10		Rejected!	
HP_ABNORMAL_OVARIAN_MORPHOLOGY	176	136		
HP_ABNORMAL_OVARIAN_PHYSIOLOGY	93	70		
HP_ABNORMAL_PALATE_MORPHOLOGY	1152		Rejected!	
HP_ABNORMAL_PALMAR_DERMATOGLYPHICS	260	246		
HP_ABNORMAL_PALM_MORPHOLOGY	510	448		
HP_ABNORMAL_PANCREAS_MORPHOLOGY	107	88		
HP_ABNORMAL_PANCREAS_SIZE	35	24		
HP_ABNORMAL_PARANASAL_SINUS_MORPHOLOGY	191	148		
HP_ABNORMAL_PARATHYROID_MORPHOLOGY	22	17		
HP_ABNORMAL_PARIETAL_BONE_MORPHOLOGY	29	28		
HP_ABNORMAL_PAROTID_GLAND_MORPHOLOGY	9		Rejected!	
HP_ABNORMAL_PATELLA_MORPHOLOGY	107	100		
HP_ABNORMAL_PATTERN_ELECTRORETINOGRAM	8		Rejected!	
HP_ABNORMAL_PATTERN_OF_RESPIRATION	774		Rejected!	
HP_ABNORMAL_PEER_RELATIONSHIPS	10		Rejected!	
HP_ABNORMAL_PELVIC_GIRDLE_BONE_MORPHOLOGY	631		Rejected!	
HP_ABNORMAL_PELVIS_BONE_MORPHOLOGY	22	22		
HP_ABNORMAL_PELVIS_BONE_OSSIFICATION	17	16		
HP_ABNORMAL_PENIS_MORPHOLOGY	670		Rejected!	
HP_ABNORMAL_PERIAURICULAR_REGION_MORPHOLOGY	116	107		
HP_ABNORMAL_PERICARDIUM_MORPHOLOGY	81	65		
HP_ABNORMAL_PERIFOLLICULAR_MORPHOLOGY	6		Rejected!	
HP_ABNORMAL_PERIOSTEUM_MORPHOLOGY	8		Rejected!	
HP_ABNORMAL_PERIPHERAL_ACTION_POTENTIAL_AMPLITUDE	39	39		
HP_ABNORMAL_PERIPHERAL_MYELINATION	112	99		
HP_ABNORMAL_PERIPHERAL_NERVOUS_SYSTEM_MORPHOLOGY	407	357		
HP_ABNORMAL_PERIPHERAL_NERVOUS_SYSTEM_PHYSIOLOGY	176	169		
HP_ABNORMAL_PERISTALSIS	25	21		
HP_ABNORMAL_PERITONEUM_MORPHOLOGY	63	54		
HP_ABNORMAL_PERIVENTRICULAR_WHITE_MATTER_MORPHOLOGY	138	136		
HP_ABNORMAL_PHAGOCYTOSIS	5		Rejected!	
HP_ABNORMAL_PHALANGEAL_JOINT_MORPHOLOGY_OF_THE_HAND	227	206		
HP_ABNORMAL_PIGMENTATION_OF_THE_ORAL_MUCOSA	44	33		
HP_ABNORMAL_PINEAL_MORPHOLOGY	12		Rejected!	
HP_ABNORMAL_PITUITARY_GLAND_MORPHOLOGY	354	271		
HP_ABNORMAL_PLACENTAL_MEMBRANE_MORPHOLOGY	14		Rejected!	
HP_ABNORMAL_PLACENTAL_SIZE	16		Rejected!	
HP_ABNORMAL_PLACENTA_MORPHOLOGY	38	30		
HP_ABNORMAL_PLATELET_AGGREGATION	41	34		
HP_ABNORMAL_PLATELET_FUNCTION	61	54		
HP_ABNORMAL_PLATELET_GRANULES	13		Rejected!	
HP_ABNORMAL_PLATELET_MEMBRANE_PROTEIN_EXPRESSION	6		Rejected!	
HP_ABNORMAL_PLATELET_VOLUME	31	25		
HP_ABNORMAL_PLEURA_MORPHOLOGY	183	149		
HP_ABNORMAL_PONS_MORPHOLOGY	114	107		
HP_ABNORMAL_PORTAL_VENOUS_SYSTEM_MORPHOLOGY	13		Rejected!	
HP_ABNORMAL_POSTERIOR_PITUITARY_MORPHOGENESIS	35	28		
HP_ABNORMAL_POSTERIOR_SEGMENT_IMAGING	45	36		
HP_ABNORMAL_POSTURING	7		Rejected!	
HP_ABNORMAL_PREIMPLANTATION_EMBRYONIC_DEVELOPMENT	7		Rejected!	
HP_ABNORMAL_PREPUTIUM_MORPHOLOGY	35	35		
HP_ABNORMAL_PROLACTIN_LEVEL	29	21		
HP_ABNORMAL_PROPORTION_OF_CD4_POSITIVE_HELPER_T_CELLS	31	25		
HP_ABNORMAL_PROPORTION_OF_CD4_POSITIVE_T_CELLS	45	36		
HP_ABNORMAL_PROPORTION_OF_CD8_POSITIVE_T_CELLS	21		Rejected!	
HP_ABNORMAL_PROPORTION_OF_CLASS_SWITCHED_MEMORY_B_CELLS	17		Rejected!	
HP_ABNORMAL_PROPORTION_OF_DOUBLE_NEGATIVE_ALPHA_BETA_REGULATORY_T_CELL	7		Rejected!	
HP_ABNORMAL_PROPORTION_OF_MEMORY_T_CELLS	6		Rejected!	
HP_ABNORMAL_PROPORTION_OF_NAIVE_T_CELLS	6		Rejected!	
HP_ABNORMAL_PROSODY	80	68		
HP_ABNORMAL_PROSTATE_MORPHOLOGY	42	37		
HP_ABNORMAL_PROTEIN_GLYCOSYLATION	47	47		
HP_ABNORMAL_PROTEIN_O_LINKED_GLYCOSYLATION	8		Rejected!	
HP_ABNORMAL_PROXIMAL_FEMORAL_METAPHYSIS_MORPHOLOGY	9		Rejected!	
HP_ABNORMAL_PROXIMAL_PHALANX_MORPHOLOGY_OF_THE_HAND	29	27		
HP_ABNORMAL_PR_INTERVAL	20		Rejected!	
HP_ABNORMAL_PSYCHOTIC_PATTERN	219	175		
HP_ABNORMAL_PUBIC_BONE_MORPHOLOGY	45	42		
HP_ABNORMAL_PULMONARY_ALVEOLAR_SYSTEM_MORPHOLOGY	5		Rejected!	
HP_ABNORMAL_PULMONARY_INTERSTITIAL_MORPHOLOGY	161	122		
HP_ABNORMAL_PULMONARY_THORACIC_IMAGING_FINDING	155	118		
HP_ABNORMAL_PULMONARY_VALVE_CUSP_MORPHOLOGY	5		Rejected!	
HP_ABNORMAL_PULMONARY_VALVE_MORPHOLOGY	58	56		
HP_ABNORMAL_PULMONARY_VALVE_PHYSIOLOGY	161	146		
HP_ABNORMAL_PULMONARY_VEIN_MORPHOLOGY	86	64		
HP_ABNORMAL_PULSE	5		Rejected!	
HP_ABNORMAL_PUPILLARY_FUNCTION	77	61		
HP_ABNORMAL_PUPILLARY_LIGHT_REFLEX	30	22		
HP_ABNORMAL_PUPIL_MORPHOLOGY	72	58		
HP_ABNORMAL_PUTAMEN_MORPHOLOGY	5		Rejected!	
HP_ABNORMAL_PYRAMIDAL_SIGN	441	413		
HP_ABNORMAL_PYRAMIDAL_TRACT_MORPHOLOGY	75	69		
HP_ABNORMAL_P_WAVE	6		Rejected!	
HP_ABNORMAL_QRS_COMPLEX	10		Rejected!	
HP_ABNORMAL_QT_INTERVAL	64	46		
HP_ABNORMAL_RAPID_EYE_MOVEMENT_SLEEP	15		Rejected!	
HP_ABNORMAL_RECTUM_MORPHOLOGY	143	125		
HP_ABNORMAL_REFLEX	1249		Rejected!	
HP_ABNORMAL_RELATIONSHIP	16	16		
HP_ABNORMAL_RENAL_COLLECTING_SYSTEM_MORPHOLOGY	29	28		
HP_ABNORMAL_RENAL_CORPUSCLE_MORPHOLOGY	212	158		
HP_ABNORMAL_RENAL_CORTEX_MORPHOLOGY	251	194		
HP_ABNORMAL_RENAL_CORTICOMEDULLARY_DIFFERENTIATION	22	18		
HP_ABNORMAL_RENAL_ECHOGENICITY	36	29		
HP_ABNORMAL_RENAL_INSTERSTITIAL_MORPHOLOGY	62	53		
HP_ABNORMAL_RENAL_MEDULLA_MORPHOLOGY	61	57		
HP_ABNORMAL_RENAL_MORPHOLOGY	1143		Rejected!	
HP_ABNORMAL_RENAL_PELVIS_MORPHOLOGY	291	274		
HP_ABNORMAL_RENAL_PHYSIOLOGY	726		Rejected!	
HP_ABNORMAL_RENAL_TUBULAR_LUMEN_MORPHOLOGY	5		Rejected!	
HP_ABNORMAL_RENAL_TUBULAR_RESORPTION	24		Rejected!	
HP_ABNORMAL_RENAL_TUBULE_MORPHOLOGY	97	73		
HP_ABNORMAL_RENAL_VASCULAR_MORPHOLOGY	26	23		
HP_ABNORMAL_REPRODUCTIVE_SYSTEM_MORPHOLOGY	1448		Rejected!	
HP_ABNORMAL_RESPIRATORY_EPITHELIUM_MORPHOLOGY	28	22		
HP_ABNORMAL_RESPIRATORY_MOTILE_CILIUM_PHYSIOLOGY	36	27		
HP_ABNORMAL_RESPIRATORY_SYSTEM_MORPHOLOGY	1457		Rejected!	
HP_ABNORMAL_RESPONSE_TO_ACTH_STIMULATION_TEST	6		Rejected!	
HP_ABNORMAL_RESPONSE_TO_ENDOCRINE_STIMULATION_TEST	148	122		
HP_ABNORMAL_RESPONSE_TO_GLUCAGON_STIMULATION_TEST	5		Rejected!	
HP_ABNORMAL_RESPONSE_TO_INSULIN_TOLERANCE_TEST	8		Rejected!	
HP_ABNORMAL_RESPONSE_TO_SOCIAL_NORMS	72	64		
HP_ABNORMAL_RETICULOCYTE_MORPHOLOGY	86	71		
HP_ABNORMAL_RETINAL_MORPHOLOGY	996		Rejected!	
HP_ABNORMAL_RETINAL_NERVE_FIBER_LAYER_MORPHOLOGY	5		Rejected!	
HP_ABNORMAL_RETINAL_VASCULAR_MORPHOLOGY	265	214		
HP_ABNORMAL_RIB_CAGE_MORPHOLOGY	394	360		
HP_ABNORMAL_RIB_MORPHOLOGY	333	302		
HP_ABNORMAL_RIB_OSSIFICATION	9		Rejected!	
HP_ABNORMAL_RIGHT_VENTRICLE_MORPHOLOGY	68	53		
HP_ABNORMAL_RIGHT_VENTRICULAR_FUNCTION	21	16		
HP_ABNORMAL_SACCADIC_EYE_MOVEMENTS	92	81		
HP_ABNORMAL_SACROILIAC_JOINT_MORPHOLOGY	7		Rejected!	
HP_ABNORMAL_SACRUM_MORPHOLOGY	162	149		
HP_ABNORMAL_SALIVARY_GLAND_MORPHOLOGY	28	25		
HP_ABNORMAL_SARCOMERE_MORPHOLOGY	13		Rejected!	
HP_ABNORMAL_SCALP_MORPHOLOGY	434	406		
HP_ABNORMAL_SCAPULA_MORPHOLOGY	177	162		
HP_ABNORMAL_SCLERA_MORPHOLOGY	139	129		
HP_ABNORMAL_SCROTAL_RUGATION	5		Rejected!	
HP_ABNORMAL_SCROTUM_MORPHOLOGY	134	112		
HP_ABNORMAL_SECOND_TOE_MORPHOLOGY	14		Rejected!	
HP_ABNORMAL_SELLA_TURCICA_MORPHOLOGY	41	38		
HP_ABNORMAL_SEMICIRCULAR_CANAL_MORPHOLOGY	21	19		
HP_ABNORMAL_SENSORY_NERVE_CONDUCTION_VELOCITY	29	29		
HP_ABNORMAL_SEPTUM_PELLUCIDUM_MORPHOLOGY	110	99		
HP_ABNORMAL_SERUM_BICARBONATE_CONCENTRATION	5		Rejected!	
HP_ABNORMAL_SERUM_BILE_ACID_CONCENTRATION	27	19		
HP_ABNORMAL_SERUM_ESTRADIOL	64	47		
HP_ABNORMAL_SERUM_INSULIN_LIKE_GROWTH_FACTOR_1_LEVEL	29	24		
HP_ABNORMAL_SEVENTH_CRANIAL_PHYSIOLOGY	187	170		
HP_ABNORMAL_SEXUAL_BEHAVIOR	7		Rejected!	
HP_ABNORMAL_SEX_DETERMINATION	22		Rejected!	
HP_ABNORMAL_SHAPE_OF_THE_PALPEBRAL_FISSURE	61	56		
HP_ABNORMAL_SHAPE_OF_THE_RADIUS	26	23		
HP_ABNORMAL_SHARPEY_FIBER_MORPHOLOGY	33	22		
HP_ABNORMAL_SHOULDER_MORPHOLOGY	99	83		
HP_ABNORMAL_SHOULDER_PHYSIOLOGY	14		Rejected!	
HP_ABNORMAL_SIZE_OF_PITUITARY_GLAND	28	25		
HP_ABNORMAL_SIZE_OF_THE_DENTAL_ROOT	16	15		
HP_ABNORMAL_SIZE_OF_THE_PALPEBRAL_FISSURES	294	278		
HP_ABNORMAL_SKIN_ADNEXA_MORPHOLOGY	1498		Rejected!	
HP_ABNORMAL_SKIN_MORPHOLOGY_OF_THE_PALM	407	350		
HP_ABNORMAL_SKULL_BASE_MORPHOLOGY	238	226		
HP_ABNORMAL_SMALL_INTESTINE_MORPHOLOGY	269	234		
HP_ABNORMAL_SOCIAL_BEHAVIOR	183	165		
HP_ABNORMAL_SOFT_PALATE_MORPHOLOGY	266	249		
HP_ABNORMAL_SPACED_INCISORS	14		Rejected!	
HP_ABNORMAL_SPEECH_DISCRIMINATION	5		Rejected!	
HP_ABNORMAL_SPERMATOGENESIS	176	100		
HP_ABNORMAL_SPERM_AXONEME_MORPHOLOGY	8		Rejected!	
HP_ABNORMAL_SPERM_HEAD_MORPHOLOGY	31		Rejected!	
HP_ABNORMAL_SPERM_MOTILITY	114	76		
HP_ABNORMAL_SPERM_TAIL_MORPHOLOGY	43	28		
HP_ABNORMAL_SPINAL_CORD_MORPHOLOGY	314	290		
HP_ABNORMAL_SPINAL_CORD_PHYSIOLOGY	8		Rejected!	
HP_ABNORMAL_SPINAL_MENINGEAL_MORPHOLOGY	24	22		
HP_ABNORMAL_SPUTUM	136	100		
HP_ABNORMAL_STERNAL_OSSIFICATION	12		Rejected!	
HP_ABNORMAL_STERNUM_MORPHOLOGY	464	434		
HP_ABNORMAL_STOMACH_MORPHOLOGY	278	251		
HP_ABNORMAL_STOOL_COMPOSITION	20		Rejected!	
HP_ABNORMAL_ST_SEGMENT	39	23		
HP_ABNORMAL_SUBARACHNOID_SPACE_MORPHOLOGY	94	74		
HP_ABNORMAL_SUBCLAVIAN_ARTERY_MORPHOLOGY	10		Rejected!	
HP_ABNORMAL_SUBCUTANEOUS_FAT_TISSUE_DISTRIBUTION	8		Rejected!	
HP_ABNORMAL_SUBSTANTIA_NIGRA_MORPHOLOGY	23	19		
HP_ABNORMAL_SUPERIOR_CEREBELLAR_PEDUNCLE_MORPHOLOGY	12		Rejected!	
HP_ABNORMAL_SWEAT_GLAND_MORPHOLOGY	20		Rejected!	
HP_ABNORMAL_SWEAT_HOMEOSTASIS	29	20		
HP_ABNORMAL_SYNAPTIC_TRANSMISSION_AT_THE_NEUROMUSCULAR_JUNCTION	123	105		
HP_ABNORMAL_SYNOVIAL_MEMBRANE_MORPHOLOGY	17		Rejected!	
HP_ABNORMAL_SYSTEMIC_ARTERIAL_MORPHOLOGY	540	479		
HP_ABNORMAL_SYSTEMIC_BLOOD_PRESSURE	557	444		
HP_ABNORMAL_TALUS_MORPHOLOGY	70	62		
HP_ABNORMAL_TARSAL_OSSIFICATION	9		Rejected!	
HP_ABNORMAL_TEMPER_TANTRUMS	32	29		
HP_ABNORMAL_TEMPORAL_BONE_MORPHOLOGY	5		Rejected!	
HP_ABNORMAL_TEMPORAL_LOBE_MORPHOLOGY	151	122		
HP_ABNORMAL_TENDON_MORPHOLOGY	861		Rejected!	
HP_ABNORMAL_TESTIS_MORPHOLOGY	987		Rejected!	
HP_ABNORMAL_THALAMIC_MRI_SIGNAL_INTENSITY	34	32		
HP_ABNORMAL_THALAMUS_MORPHOLOGY	57	54		
HP_ABNORMAL_THIRD_TOE_MORPHOLOGY	10		Rejected!	
HP_ABNORMAL_THIRD_VENTRICLE_MORPHOLOGY	16	16		
HP_ABNORMAL_THORACIC_SPINE_MORPHOLOGY	113	101		
HP_ABNORMAL_THORAX_MORPHOLOGY	909		Rejected!	
HP_ABNORMAL_THOUGHT_PATTERN	70	63		
HP_ABNORMAL_THROMBOSIS	206	147		
HP_ABNORMAL_THUMB_MORPHOLOGY	403	374		
HP_ABNORMAL_THYMUS_MORPHOLOGY	58	54		
HP_ABNORMAL_THYROID_MORPHOLOGY	181	157		
HP_ABNORMAL_THYROID_STIMULATING_HORMONE_LEVEL	45	31		
HP_ABNORMAL_TIBIA_MORPHOLOGY	104	93		
HP_ABNORMAL_TISSUE_ENZYME_CONCENTRATION_OR_ACTIVITY	61	53		
HP_ABNORMAL_TISSUE_METABOLITE_CONCENTRATION	268	234		
HP_ABNORMAL_TOENAIL_MORPHOLOGY	170	156		
HP_ABNORMAL_TOE_MORPHOLOGY	718		Rejected!	
HP_ABNORMAL_TOE_PHALANX_MORPHOLOGY	125	118		
HP_ABNORMAL_TONGUE_MORPHOLOGY	378	333		
HP_ABNORMAL_TONGUE_PHYSIOLOGY	66	62		
HP_ABNORMAL_TRABECULAR_BONE_MORPHOLOGY	33	30		
HP_ABNORMAL_TRACHEAL_MORPHOLOGY	170	156		
HP_ABNORMAL_TRACHEOBRONCHIAL_MORPHOLOGY	380	311		
HP_ABNORMAL_TRAGUS_MORPHOLOGY	12		Rejected!	
HP_ABNORMAL_TRANSFERRIN_SATURATION	13		Rejected!	
HP_ABNORMAL_TRICUSPID_VALVE_MORPHOLOGY	46	45		
HP_ABNORMAL_TRICUSPID_VALVE_PHYSIOLOGY	82	70		
HP_ABNORMAL_TUBULAR_BASEMENT_MEMBRANE_MORPHOLOGY	5		Rejected!	
HP_ABNORMAL_T_CELL_ACTIVATION	9		Rejected!	
HP_ABNORMAL_T_CELL_MORPHOLOGY	118	81		
HP_ABNORMAL_T_CELL_PROLIFERATION	16		Rejected!	
HP_ABNORMAL_T_CELL_SUBSET_DISTRIBUTION	76	56		
HP_ABNORMAL_T_WAVE	36	27		
HP_ABNORMAL_ULNAR_METAPHYSIS_MORPHOLOGY	10		Rejected!	
HP_ABNORMAL_UMBILICAL_STUMP_BLEEDING	8		Rejected!	
HP_ABNORMAL_UMBILICUS_MORPHOLOGY	313	280		
HP_ABNORMAL_UPPER_LIMB_BONE_MORPHOLOGY	457	420		
HP_ABNORMAL_UPPER_LIMB_EPIPHYSIS_MORPHOLOGY	63	60		
HP_ABNORMAL_UPPER_LIMB_METAPHYSIS_MORPHOLOGY	17	16		
HP_ABNORMAL_UPPER_LIP_MORPHOLOGY	944		Rejected!	
HP_ABNORMAL_UPPER_MOTOR_NEURON_MORPHOLOGY	14		Rejected!	
HP_ABNORMAL_URETER_MORPHOLOGY	156	141		
HP_ABNORMAL_URETER_PHYSIOLOGY	245	227		
HP_ABNORMAL_URINARY_COLOR	27	22		
HP_ABNORMAL_URINARY_ELECTROLYTE_CONCENTRATION	123	82		
HP_ABNORMAL_URINARY_NUCLEOBASE_CONCENTRATION	11		Rejected!	
HP_ABNORMAL_URINARY_ORGANIC_COMPOUND_LEVEL	65	40		
HP_ABNORMAL_URINARY_PURINE_LEVEL	7		Rejected!	
HP_ABNORMAL_URINE_ALPHA_KETOGLUTARATE_CONCENTRATION	14		Rejected!	
